Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
642,3,5,3,1,4,3,1,4,4,3,4,3,5,4,0,2.0,neutral or dissatisfied
212,5,3,3,3,5,5,5,5,4,1,2,4,3,5,15,8.0,satisfied
296,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6.0,satisfied
1590,3,3,3,3,5,3,5,5,3,5,5,4,4,5,0,0.0,neutral or dissatisfied
495,4,2,4,4,3,3,3,3,5,2,1,3,5,3,32,59.0,satisfied
1731,4,4,4,4,3,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
496,2,2,2,2,2,5,5,4,4,4,4,4,4,3,0,5.0,satisfied
2235,2,2,2,2,5,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
265,5,4,4,4,3,4,3,5,5,5,5,2,5,4,0,27.0,satisfied
1846,2,5,1,4,2,1,2,2,1,3,3,4,3,2,0,0.0,neutral or dissatisfied
399,2,4,5,4,2,5,2,2,4,4,5,4,4,2,0,0.0,neutral or dissatisfied
456,0,2,0,3,3,0,3,3,3,1,4,3,4,3,3,0.0,satisfied
2748,2,4,4,4,2,2,2,2,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
967,3,5,3,2,5,4,4,5,5,3,5,4,5,4,64,73.0,neutral or dissatisfied
1582,1,1,1,1,1,4,1,5,5,5,5,3,5,5,2,0.0,satisfied
696,4,5,4,4,5,4,5,5,4,5,5,3,5,5,28,19.0,neutral or dissatisfied
779,4,4,4,4,1,4,1,4,4,4,4,5,4,3,0,0.0,satisfied
268,3,3,3,3,5,5,5,5,5,5,4,5,4,5,25,14.0,satisfied
1765,1,1,1,1,3,4,5,4,4,4,4,3,4,4,0,0.0,satisfied
2537,2,2,2,2,4,4,4,4,3,3,4,4,5,4,0,0.0,satisfied
3853,2,1,1,1,3,3,3,2,2,2,2,3,2,2,0,5.0,neutral or dissatisfied
305,2,3,3,3,1,3,1,1,4,5,3,1,2,1,0,0.0,neutral or dissatisfied
308,2,2,2,4,3,2,3,3,2,3,3,2,4,3,11,10.0,neutral or dissatisfied
366,5,5,5,5,5,5,5,5,2,1,2,5,1,5,0,0.0,satisfied
315,3,5,3,4,2,5,4,1,1,3,1,2,1,1,16,8.0,neutral or dissatisfied
867,5,5,5,5,3,5,1,5,5,5,5,4,5,2,0,0.0,satisfied
577,3,4,3,3,3,4,5,2,2,3,4,5,2,5,0,0.0,neutral or dissatisfied
1205,3,4,4,4,3,3,2,3,2,1,3,1,4,3,0,0.0,neutral or dissatisfied
605,2,3,2,3,3,2,3,3,2,2,4,4,4,3,11,11.0,neutral or dissatisfied
1802,3,3,4,3,5,4,4,2,3,1,5,4,2,4,158,243.0,satisfied
1046,1,1,1,2,2,1,2,2,4,2,5,4,5,2,0,0.0,neutral or dissatisfied
493,4,4,4,4,4,4,4,4,2,4,4,5,2,4,40,23.0,satisfied
3537,3,3,3,3,3,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
528,3,5,3,1,2,3,2,2,3,4,5,3,5,2,0,0.0,neutral or dissatisfied
228,0,0,0,2,0,5,5,4,4,4,4,5,4,5,158,133.0,satisfied
1546,3,3,3,3,2,2,2,2,5,2,5,3,4,2,0,0.0,satisfied
1190,3,3,3,3,5,3,5,5,1,3,1,5,3,5,0,0.0,neutral or dissatisfied
550,2,0,2,3,3,2,3,3,3,5,4,3,5,3,0,2.0,neutral or dissatisfied
174,4,4,4,4,4,1,3,5,5,5,4,2,5,3,20,9.0,satisfied
3340,4,4,4,4,4,4,4,4,5,4,4,3,5,4,0,0.0,satisfied
317,4,2,2,2,4,4,4,4,1,3,2,3,1,4,0,0.0,satisfied
2486,1,0,0,3,5,0,5,5,4,4,2,1,4,5,0,0.0,neutral or dissatisfied
164,2,0,2,4,3,2,3,3,3,5,5,4,4,3,0,0.0,neutral or dissatisfied
1047,1,5,1,4,3,1,3,3,3,3,4,3,5,3,17,28.0,neutral or dissatisfied
407,4,2,4,4,1,4,1,1,4,1,4,3,3,1,9,0.0,satisfied
998,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,3.0,satisfied
852,2,2,2,2,3,4,3,3,4,2,5,5,5,3,0,0.0,satisfied
628,1,4,1,2,1,1,1,1,3,4,5,5,4,1,16,4.0,neutral or dissatisfied
101,3,3,3,3,2,3,2,2,2,1,4,2,3,2,0,0.0,neutral or dissatisfied
2773,4,4,4,4,5,5,5,5,5,5,5,5,5,5,0,0.0,satisfied
2199,1,1,4,1,5,5,5,5,2,3,3,3,3,5,0,0.0,satisfied
423,3,4,3,2,4,3,4,4,5,5,4,3,5,4,38,32.0,neutral or dissatisfied
853,1,4,0,3,5,0,1,5,4,2,5,5,5,5,6,0.0,neutral or dissatisfied
3324,4,4,4,4,3,4,5,4,4,4,4,3,4,3,23,17.0,satisfied
672,3,3,4,3,5,3,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
929,3,5,5,5,1,3,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
1616,2,2,2,2,2,3,4,5,5,5,5,4,5,5,0,0.0,satisfied
3703,2,2,2,2,4,3,3,2,2,2,2,4,2,4,1,0.0,neutral or dissatisfied
984,4,4,4,1,4,4,4,4,5,5,4,4,4,4,6,0.0,satisfied
631,3,5,3,4,3,3,3,3,5,3,5,4,4,3,7,13.0,neutral or dissatisfied
532,4,0,4,4,5,4,5,5,4,5,5,4,2,5,0,0.0,satisfied
2110,4,1,4,4,4,4,4,4,5,5,4,4,5,4,0,0.0,satisfied
3200,0,0,0,3,5,1,3,4,4,4,4,4,4,2,0,0.0,satisfied
1947,3,3,3,3,3,2,3,3,4,2,3,4,5,3,3,0.0,satisfied
1749,4,3,4,3,5,4,2,5,3,1,1,3,3,5,0,0.0,neutral or dissatisfied
2075,4,4,4,4,3,4,4,4,4,2,3,4,1,4,0,41.0,neutral or dissatisfied
300,3,3,1,4,2,1,3,2,1,3,3,4,3,2,0,0.0,neutral or dissatisfied
669,3,5,3,5,4,3,4,4,4,2,5,3,5,4,0,0.0,neutral or dissatisfied
2172,1,4,1,3,1,1,1,1,5,4,3,3,4,1,7,18.0,neutral or dissatisfied
270,5,5,5,5,2,2,3,5,5,5,5,3,5,5,0,0.0,satisfied
719,3,4,2,4,5,5,5,4,4,2,4,3,4,5,0,0.0,neutral or dissatisfied
1440,2,2,2,2,5,5,4,5,5,5,5,3,5,3,3,0.0,satisfied
1845,4,4,4,4,3,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
1076,1,4,4,4,4,3,4,1,1,1,1,3,1,3,45,49.0,neutral or dissatisfied
393,1,4,1,3,2,1,2,2,3,2,5,4,4,2,0,0.0,neutral or dissatisfied
577,1,3,3,3,1,2,3,1,1,4,3,2,4,1,1,0.0,neutral or dissatisfied
1400,3,1,3,4,4,4,3,4,4,3,4,3,4,1,54,50.0,neutral or dissatisfied
414,2,4,1,4,2,1,2,2,1,5,5,1,3,2,4,0.0,neutral or dissatisfied
173,2,2,2,4,1,2,1,1,4,2,5,1,5,1,0,0.0,neutral or dissatisfied
254,3,5,5,5,3,3,3,3,3,4,2,1,3,3,29,32.0,neutral or dissatisfied
867,2,3,2,3,5,2,5,5,1,5,2,3,3,5,0,0.0,neutral or dissatisfied
332,2,4,4,4,2,2,2,2,2,3,3,1,3,2,0,0.0,neutral or dissatisfied
551,3,3,3,1,1,3,1,1,5,5,5,5,5,1,9,2.0,neutral or dissatisfied
672,5,4,4,4,2,4,2,2,4,5,4,4,5,2,0,0.0,satisfied
2367,4,4,4,4,4,3,4,4,4,4,4,3,4,4,0,0.0,neutral or dissatisfied
654,2,1,4,4,1,3,4,2,2,2,2,3,2,1,43,54.0,neutral or dissatisfied
1916,4,4,4,3,4,4,3,4,3,5,3,2,3,4,16,18.0,neutral or dissatisfied
422,2,3,3,1,1,2,1,1,3,2,5,5,5,1,0,0.0,neutral or dissatisfied
1145,5,5,5,5,3,5,4,4,4,4,4,3,4,5,0,15.0,satisfied
731,3,4,3,3,2,2,4,2,2,3,1,4,2,5,0,0.0,neutral or dissatisfied
3598,4,5,4,4,5,4,4,5,5,5,4,4,5,3,0,4.0,satisfied
3247,1,1,1,1,5,4,5,5,5,5,5,4,5,3,0,0.0,satisfied
861,3,3,3,3,1,3,1,1,5,3,4,5,4,1,0,0.0,neutral or dissatisfied
1514,2,2,2,3,3,2,3,3,3,4,4,4,4,3,0,10.0,neutral or dissatisfied
2355,5,5,5,5,4,1,3,1,1,2,1,1,1,1,11,4.0,satisfied
1744,2,3,1,1,3,5,1,2,2,2,2,3,2,3,0,0.0,satisfied
601,4,5,5,5,4,4,4,4,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
368,3,2,1,3,3,1,5,3,2,2,2,4,3,3,93,110.0,neutral or dissatisfied
253,3,2,0,4,1,0,1,1,3,3,3,4,3,1,0,0.0,neutral or dissatisfied
825,2,2,2,4,3,2,3,3,1,5,4,2,4,3,24,19.0,neutral or dissatisfied
1072,3,4,3,2,1,3,1,1,5,4,5,3,5,1,18,0.0,neutral or dissatisfied
359,3,3,3,3,4,3,4,4,1,2,3,3,4,4,0,0.0,neutral or dissatisfied
762,5,5,5,2,2,5,2,2,4,2,4,3,5,2,0,26.0,satisfied
351,4,5,5,5,2,5,4,4,4,4,4,2,4,4,0,0.0,satisfied
160,5,5,5,3,3,5,3,3,4,2,5,5,5,3,0,0.0,satisfied
1192,2,3,2,2,4,4,4,4,5,4,4,5,5,4,1,0.0,satisfied
449,3,3,4,3,3,4,3,3,3,2,4,4,3,3,0,0.0,neutral or dissatisfied
2632,0,5,0,4,1,1,1,1,4,1,1,4,1,1,0,0.0,satisfied
368,2,2,2,2,2,2,2,2,4,1,4,2,3,2,0,0.0,neutral or dissatisfied
1363,2,2,2,2,5,4,4,2,2,2,2,3,2,4,0,0.0,satisfied
1660,2,5,2,2,1,2,1,1,4,5,5,5,4,1,0,0.0,neutral or dissatisfied
508,3,3,3,3,3,4,4,5,5,5,5,2,5,1,0,26.0,satisfied
578,4,0,4,1,2,4,1,2,3,4,3,1,1,2,0,0.0,neutral or dissatisfied
1446,3,3,3,2,4,3,4,4,5,4,4,3,5,4,0,19.0,neutral or dissatisfied
3666,2,2,2,2,5,5,4,4,4,4,4,4,4,5,44,64.0,satisfied
315,2,1,2,1,3,2,3,3,1,3,2,3,2,3,0,0.0,neutral or dissatisfied
2556,3,2,4,3,4,3,3,1,2,4,3,3,4,3,4,0.0,neutral or dissatisfied
868,2,4,2,3,4,2,4,4,1,2,4,3,4,4,0,11.0,neutral or dissatisfied
2787,1,1,1,1,4,1,5,4,4,4,4,5,4,1,0,8.0,satisfied
438,5,3,3,3,5,4,5,5,5,5,5,1,5,2,0,0.0,satisfied
3302,5,5,5,5,5,5,5,5,3,4,5,5,3,5,0,0.0,satisfied
1276,3,5,5,5,3,3,3,3,3,3,3,4,3,1,16,31.0,neutral or dissatisfied
1428,4,2,2,2,4,4,4,4,4,4,4,1,4,2,3,0.0,neutral or dissatisfied
1902,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
679,4,3,3,3,4,4,4,4,1,3,4,5,2,4,0,0.0,satisfied
2724,4,4,5,4,1,2,2,2,2,2,2,3,2,2,0,0.0,satisfied
1865,1,0,0,2,5,0,5,5,3,5,2,3,3,5,4,6.0,neutral or dissatisfied
683,3,3,3,3,4,5,5,5,5,5,5,5,5,5,0,5.0,satisfied
2218,2,4,4,4,2,2,2,2,1,5,4,4,3,2,0,0.0,neutral or dissatisfied
1118,5,4,5,5,4,5,4,4,5,3,3,3,4,4,0,0.0,satisfied
1167,1,1,1,1,3,4,5,2,2,3,2,5,2,5,7,0.0,satisfied
2941,3,3,3,3,3,3,3,3,1,4,3,3,4,3,7,16.0,neutral or dissatisfied
3173,1,1,1,1,4,4,5,4,4,4,4,5,4,3,1,0.0,satisfied
1670,2,2,2,2,4,4,4,3,3,4,3,4,3,4,0,0.0,satisfied
3488,4,4,4,4,1,2,4,5,5,5,5,5,5,1,0,0.0,satisfied
634,3,4,3,4,2,3,2,2,4,3,5,5,4,2,0,0.0,neutral or dissatisfied
2465,4,4,1,4,5,5,5,3,1,4,1,5,5,5,0,20.0,satisfied
113,2,3,2,3,4,2,4,4,2,5,5,5,4,4,0,1.0,neutral or dissatisfied
2475,2,3,3,3,4,4,3,2,2,2,2,1,2,3,0,0.0,neutral or dissatisfied
84,0,4,0,4,2,3,5,4,4,5,5,3,4,5,0,0.0,satisfied
1123,4,4,4,4,5,4,4,3,3,3,3,3,3,3,0,0.0,satisfied
1026,1,4,1,2,1,1,1,1,4,2,5,4,4,1,0,0.0,neutral or dissatisfied
957,1,4,1,2,5,5,5,3,3,1,3,4,3,5,24,30.0,neutral or dissatisfied
1917,3,3,3,3,5,4,4,3,3,4,3,5,3,5,4,3.0,satisfied
2694,1,1,4,1,5,4,4,5,5,4,5,5,5,4,0,0.0,satisfied
680,4,4,4,4,2,3,3,4,4,4,4,4,4,4,0,0.0,neutral or dissatisfied
399,3,3,3,3,5,5,5,5,5,4,5,3,5,3,0,0.0,satisfied
1983,2,2,2,2,2,5,4,2,2,2,2,5,2,1,0,3.0,satisfied
341,4,4,4,3,1,4,1,1,3,5,5,3,5,1,2,0.0,neutral or dissatisfied
611,1,4,4,4,1,1,2,1,4,2,4,2,3,1,8,0.0,neutral or dissatisfied
160,2,4,0,2,4,0,4,4,3,2,5,3,4,4,45,69.0,neutral or dissatisfied
3496,2,2,2,2,2,4,5,5,5,5,5,4,5,4,0,2.0,satisfied
748,4,4,4,4,4,4,4,4,5,4,2,1,1,4,6,6.0,satisfied
3661,4,4,4,4,2,1,4,5,5,5,5,2,5,3,67,55.0,satisfied
577,2,1,2,3,5,2,5,5,1,3,3,3,3,5,7,0.0,neutral or dissatisfied
3529,2,2,2,2,3,5,2,4,4,4,4,5,4,4,0,11.0,satisfied
507,3,3,3,2,2,3,4,2,4,3,5,5,4,2,8,0.0,neutral or dissatisfied
3091,1,1,1,1,2,1,4,5,5,5,5,2,5,1,0,0.0,satisfied
2158,5,5,5,5,3,5,5,4,4,5,4,4,4,3,0,0.0,satisfied
528,4,4,4,1,4,4,4,4,4,4,4,4,5,4,25,13.0,neutral or dissatisfied
2704,3,3,3,3,3,5,5,3,1,4,3,5,1,5,4,9.0,neutral or dissatisfied
2677,0,0,0,3,5,0,5,5,1,2,3,2,5,5,0,0.0,satisfied
3539,4,4,4,4,4,4,5,4,4,4,4,5,4,4,25,18.0,satisfied
3743,1,1,5,1,4,5,4,3,3,4,3,3,3,5,1,0.0,satisfied
1927,4,4,5,4,2,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
632,3,0,3,3,2,3,2,2,3,3,4,3,4,2,0,0.0,neutral or dissatisfied
2937,1,1,5,1,5,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
3221,4,4,4,4,3,4,1,2,2,2,2,3,2,5,0,0.0,satisfied
237,3,3,3,3,5,3,3,3,3,3,3,3,3,4,19,13.0,neutral or dissatisfied
599,3,3,3,2,1,3,1,1,4,3,4,5,3,1,72,70.0,neutral or dissatisfied
2494,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
308,1,2,2,2,1,1,1,1,3,1,4,3,4,1,11,17.0,neutral or dissatisfied
500,2,2,2,2,3,5,5,5,5,5,5,4,5,5,30,23.0,satisfied
1188,4,5,4,3,1,4,1,1,5,5,2,1,2,1,5,9.0,satisfied
2706,1,1,1,1,4,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
821,3,3,3,3,2,5,5,2,2,2,2,3,2,4,3,0.0,satisfied
373,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0.0,satisfied
143,2,5,2,2,5,2,2,5,2,4,3,3,1,5,0,0.0,neutral or dissatisfied
1595,2,3,2,2,4,4,4,4,3,3,2,4,1,4,19,5.0,satisfied
190,5,5,5,5,5,5,5,5,1,4,1,3,2,5,0,10.0,satisfied
762,2,2,2,2,1,2,1,1,3,3,5,5,4,1,0,0.0,neutral or dissatisfied
867,3,5,5,5,2,3,3,4,2,3,3,3,3,3,187,202.0,neutral or dissatisfied
694,4,4,4,2,4,4,4,4,4,5,5,5,5,4,0,0.0,satisfied
1587,2,2,2,2,2,2,2,2,4,2,2,1,4,2,12,23.0,neutral or dissatisfied
1012,3,3,3,2,2,3,2,2,5,5,5,3,4,2,12,0.0,neutral or dissatisfied
787,1,4,1,1,2,1,2,2,5,4,4,3,5,2,1,0.0,neutral or dissatisfied
1310,1,4,1,2,4,3,5,1,1,1,1,5,1,5,0,0.0,neutral or dissatisfied
1530,1,1,1,1,4,5,5,4,4,4,4,4,4,5,16,0.0,satisfied
190,4,4,4,4,5,4,5,4,4,4,5,5,4,3,0,0.0,satisfied
1581,2,5,5,5,2,3,4,2,2,2,2,4,2,2,24,13.0,neutral or dissatisfied
109,4,3,3,3,4,4,4,4,2,5,1,2,3,4,0,0.0,satisfied
189,1,3,0,4,4,0,4,4,2,1,3,1,3,4,66,64.0,neutral or dissatisfied
873,2,1,2,4,2,2,2,2,4,2,3,4,4,2,2,8.0,neutral or dissatisfied
1726,4,4,4,4,3,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
1448,2,1,1,1,5,3,3,2,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
689,3,5,2,5,2,3,3,3,3,3,3,4,3,2,53,35.0,neutral or dissatisfied
447,1,1,1,1,5,5,4,2,2,2,2,3,2,4,0,0.0,satisfied
326,2,0,2,2,5,2,5,5,1,3,5,5,4,5,0,2.0,neutral or dissatisfied
605,4,4,4,4,2,3,3,4,4,4,4,3,4,4,5,0.0,neutral or dissatisfied
280,1,5,4,1,4,4,1,4,3,5,5,5,5,4,0,0.0,neutral or dissatisfied
1586,2,2,3,2,4,4,5,5,5,5,5,2,5,3,0,0.0,satisfied
1025,4,4,4,4,4,4,4,4,4,5,3,1,4,4,0,0.0,neutral or dissatisfied
1102,3,1,3,3,4,3,4,4,2,4,3,1,3,4,0,0.0,neutral or dissatisfied
849,5,5,5,5,5,5,5,5,4,5,5,4,4,5,33,9.0,satisfied
2291,4,4,4,4,5,5,5,5,3,1,5,2,4,5,0,0.0,satisfied
541,5,4,5,4,3,2,2,1,1,5,1,5,1,2,0,0.0,satisfied
2480,1,1,5,1,5,5,4,3,3,3,3,4,3,5,110,101.0,satisfied
315,3,4,3,4,5,3,5,5,1,3,4,3,4,5,6,0.0,neutral or dissatisfied
337,5,5,5,5,2,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
948,2,2,2,3,5,2,5,5,5,4,5,3,5,5,24,11.0,neutral or dissatisfied
762,2,2,2,2,3,2,3,3,4,4,5,4,5,3,0,0.0,neutral or dissatisfied
965,2,2,2,2,3,4,2,5,5,5,5,5,5,2,0,0.0,satisfied
455,3,1,5,3,2,5,2,2,2,1,4,1,4,2,0,0.0,neutral or dissatisfied
101,2,4,4,4,2,3,2,2,4,2,4,1,3,2,0,0.0,neutral or dissatisfied
406,3,5,3,3,3,4,5,5,5,3,5,3,5,5,49,40.0,neutral or dissatisfied
228,2,4,2,1,5,2,5,5,5,3,4,5,4,5,0,30.0,neutral or dissatisfied
781,2,2,2,4,5,2,5,5,1,5,4,2,4,5,2,0.0,neutral or dissatisfied
3745,3,3,4,3,3,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
337,3,3,3,3,2,3,2,2,1,5,3,4,3,2,4,0.0,neutral or dissatisfied
3987,2,2,2,2,3,1,2,4,4,4,4,5,4,1,21,25.0,satisfied
224,4,3,4,4,3,4,3,3,1,1,4,3,4,3,0,0.0,neutral or dissatisfied
431,3,4,3,4,3,3,3,3,1,5,4,3,3,3,0,0.0,neutral or dissatisfied
337,5,3,3,3,5,5,5,5,1,2,2,2,4,5,0,0.0,satisfied
134,5,3,5,3,5,5,5,5,5,4,4,4,5,5,14,14.0,satisfied
689,1,5,2,2,5,4,5,3,3,2,3,3,3,3,0,0.0,neutral or dissatisfied
761,4,4,4,4,3,4,4,4,4,4,4,5,4,3,0,0.0,satisfied
3503,1,1,1,1,4,5,4,4,4,4,4,4,4,4,1,0.0,satisfied
1024,1,1,5,1,4,2,2,1,1,1,1,3,1,4,29,46.0,neutral or dissatisfied
228,2,2,2,5,4,2,5,4,5,4,5,3,5,4,48,94.0,neutral or dissatisfied
1846,2,1,1,4,5,1,4,5,3,3,5,3,5,5,0,0.0,neutral or dissatisfied
909,5,5,5,5,4,2,4,5,5,5,5,4,5,5,0,0.0,satisfied
180,3,0,2,3,5,2,5,5,3,3,2,5,4,5,7,0.0,neutral or dissatisfied
2817,1,1,1,1,5,5,5,5,5,4,5,3,5,5,54,61.0,satisfied
2704,5,5,5,5,4,3,3,3,4,3,5,3,4,3,35,63.0,satisfied
872,4,4,4,1,3,4,3,3,5,5,4,4,5,3,27,27.0,neutral or dissatisfied
134,2,5,5,5,2,2,2,2,5,1,2,1,4,2,3,0.0,satisfied
2174,2,1,2,2,2,3,5,5,5,5,5,5,5,3,17,0.0,satisfied
3280,2,2,2,2,4,3,3,4,4,4,2,1,4,1,0,0.0,neutral or dissatisfied
998,4,1,5,3,1,5,1,1,3,4,5,5,5,1,0,0.0,satisfied
1990,1,4,1,2,5,1,5,5,2,1,5,3,5,5,0,0.0,neutral or dissatisfied
1521,3,3,3,4,2,3,1,2,4,1,2,4,4,2,6,8.0,neutral or dissatisfied
1976,2,2,2,2,4,5,5,5,5,5,5,4,5,4,0,3.0,satisfied
2378,4,4,4,3,2,4,2,2,4,2,3,2,4,2,0,0.0,neutral or dissatisfied
867,4,5,4,4,4,4,1,4,4,4,5,1,1,4,0,0.0,neutral or dissatisfied
2041,4,4,4,4,3,4,4,5,5,5,5,5,5,4,85,82.0,satisfied
1898,4,4,4,4,2,4,5,4,4,4,4,4,4,4,2,1.0,satisfied
719,2,2,3,2,3,5,5,5,5,5,5,3,5,3,82,89.0,satisfied
1089,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
3912,4,2,5,2,4,4,4,4,1,2,3,2,4,4,43,32.0,neutral or dissatisfied
726,2,4,2,1,3,2,3,3,5,4,1,5,2,3,0,0.0,neutral or dissatisfied
365,1,4,1,4,4,1,3,4,5,3,5,5,4,4,0,0.0,neutral or dissatisfied
272,3,0,3,4,3,3,4,3,3,5,3,4,4,3,0,10.0,neutral or dissatisfied
383,4,4,4,4,1,4,1,1,5,3,5,4,5,1,8,4.0,satisfied
1605,2,2,2,2,5,2,5,5,3,4,2,4,3,5,23,5.0,neutral or dissatisfied
2651,2,5,4,4,3,4,3,2,2,2,2,4,2,2,0,0.0,neutral or dissatisfied
1187,2,2,2,3,1,2,1,1,1,4,3,2,4,1,0,0.0,neutral or dissatisfied
408,1,1,1,1,3,5,4,4,4,4,4,4,4,4,0,0.0,satisfied
522,1,1,1,2,5,1,5,5,5,2,4,3,4,5,30,29.0,neutral or dissatisfied
251,1,5,3,5,1,1,1,1,3,4,4,1,4,1,0,8.0,neutral or dissatisfied
417,1,3,1,3,2,1,2,2,1,3,3,3,3,2,0,0.0,neutral or dissatisfied
1604,5,1,5,5,5,5,4,5,5,5,5,3,5,3,92,76.0,satisfied
250,2,4,2,1,5,5,5,2,2,2,2,3,2,5,0,0.0,neutral or dissatisfied
3973,1,1,2,1,3,3,2,5,5,5,5,5,5,2,0,0.0,satisfied
907,2,4,2,2,5,4,5,1,1,2,1,4,1,4,0,2.0,neutral or dissatisfied
695,2,1,2,3,2,2,2,2,1,3,4,1,3,2,7,32.0,neutral or dissatisfied
173,2,3,3,3,3,2,2,2,2,2,2,2,2,3,0,0.0,neutral or dissatisfied
224,2,5,2,3,1,2,1,1,4,4,4,5,4,1,0,0.0,neutral or dissatisfied
481,4,1,1,1,4,2,2,4,4,4,4,1,4,5,0,0.0,satisfied
589,2,4,2,4,3,2,3,3,4,5,5,5,4,3,0,0.0,neutral or dissatisfied
187,1,4,4,4,3,3,1,3,2,2,3,2,2,3,4,0.0,neutral or dissatisfied
1562,4,4,4,4,5,5,5,3,3,3,3,4,3,4,0,23.0,satisfied
395,2,5,2,2,5,5,4,3,3,2,3,4,3,4,19,15.0,neutral or dissatisfied
1069,2,2,2,2,4,5,4,5,5,5,5,3,5,4,0,3.0,satisfied
844,3,4,3,3,3,4,5,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
272,3,0,3,1,3,5,4,1,1,3,1,4,1,4,0,0.0,neutral or dissatisfied
547,3,4,3,4,5,3,5,5,2,4,4,1,5,5,0,2.0,neutral or dissatisfied
170,2,3,2,3,4,2,1,4,2,3,3,1,3,4,0,12.0,neutral or dissatisfied
158,2,3,2,3,4,2,4,4,1,2,3,3,3,4,20,23.0,neutral or dissatisfied
289,0,0,0,3,2,0,2,2,3,5,4,5,4,2,0,0.0,satisfied
67,1,0,1,5,3,1,3,3,4,4,4,5,4,3,0,0.0,neutral or dissatisfied
425,1,0,3,2,3,3,3,3,3,5,5,4,5,3,0,0.0,neutral or dissatisfied
802,4,4,4,4,4,5,4,3,3,3,3,4,3,5,0,0.0,satisfied
758,2,2,2,2,4,5,5,5,5,5,5,5,5,3,10,0.0,satisfied
1089,2,5,5,5,2,2,2,2,2,4,4,3,4,2,0,0.0,neutral or dissatisfied
3065,0,5,0,3,4,4,4,2,2,2,2,4,2,3,0,0.0,satisfied
102,3,0,3,1,3,3,3,3,5,2,1,2,4,3,14,13.0,neutral or dissatisfied
2075,4,4,2,4,4,5,4,3,3,3,3,1,3,4,0,0.0,satisfied
1836,4,4,4,4,4,5,5,3,3,3,3,5,3,4,0,0.0,satisfied
1032,2,5,2,1,2,2,5,2,4,2,5,3,4,2,0,0.0,neutral or dissatisfied
1020,2,0,2,3,4,2,4,4,5,3,5,3,4,4,6,5.0,neutral or dissatisfied
1023,1,4,2,3,4,2,4,4,5,3,5,3,3,4,0,0.0,neutral or dissatisfied
386,2,4,2,3,1,2,1,1,3,4,4,3,5,1,24,26.0,neutral or dissatisfied
1188,3,3,3,3,3,3,2,3,1,4,3,4,4,3,50,40.0,neutral or dissatisfied
1014,4,3,3,3,5,3,5,5,4,4,3,3,3,5,15,43.0,neutral or dissatisfied
239,3,2,2,2,4,3,4,4,3,2,4,3,4,4,4,0.0,neutral or dissatisfied
543,1,1,3,1,4,5,4,4,4,4,4,4,4,5,73,60.0,satisfied
223,4,4,4,3,3,4,3,3,5,5,5,5,4,3,0,9.0,satisfied
337,1,1,2,1,5,5,4,5,5,5,5,5,5,3,0,0.0,satisfied
836,4,1,4,3,5,4,1,5,3,4,4,4,4,5,0,0.0,neutral or dissatisfied
993,1,4,1,3,2,1,2,2,2,4,3,3,4,2,0,24.0,neutral or dissatisfied
2497,3,3,3,3,5,3,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
640,1,5,1,4,1,1,1,1,3,5,4,4,4,1,3,20.0,neutral or dissatisfied
2475,4,4,4,3,4,1,1,3,3,3,4,1,3,1,29,10.0,satisfied
1303,4,4,3,2,2,3,2,2,5,2,4,5,4,2,0,0.0,satisfied
944,3,4,3,1,3,1,1,5,5,2,1,1,4,1,198,197.0,neutral or dissatisfied
589,1,5,1,4,4,1,4,4,4,4,5,3,5,4,0,20.0,neutral or dissatisfied
762,1,0,0,4,3,0,3,3,3,4,4,2,3,3,0,0.0,neutral or dissatisfied
349,1,0,0,3,1,4,3,4,4,1,4,1,4,4,2,0.0,neutral or dissatisfied
715,3,3,3,2,2,3,2,2,3,3,3,3,5,2,0,0.0,neutral or dissatisfied
